ID,NAME,longitude
3521,Lenox Ave & W 111 St,-73.9523
3522,37 St & 24 Ave,-73.9120938
3523,24 Ave & 29 St,-73.916142
3524,19 St & 24 Ave,-73.9225403
3525,23 Ave & 27 St,-73.9153175
3526,31 St & 23 Ave,-73.9125551
3527,5 Ave & E 126 St,-73.941747
3528,Steinway St & 23 Ave,-73.9077436
3529,Lenox Ave & W 130 St,-73.9430681
3530,Crescent St & Ditmars Blvd,-73.9145645
3531,Frederick Douglass Blvd & W 129 St,-73.9492286
3532,Ditmars Blvd & 19 St,-73.9183302
3533,St. Nicholas Ave & W 126 St,-73.9518776
3534,Frederick Douglass Blvd & W 117 St,-73.954692
3535,Mt Morris Park W & W 120 St,-73.945925
3536,W 116 St & Broadway,-73.9641
3537,Carlton Ave & Dean St,-73.9710097
3538,W 110 St & Amsterdam Ave,-73.96295
3539,W 116 St & Amsterdam Ave,-73.9607082
3540,Morningside Ave & W 123 St,-73.9551508
3541,Amsterdam Ave & W 125 St,-73.956461
3542,Amsterdam Ave & W 119 St,-73.9596214
3543,Morningside Dr & Amsterdam Ave,-73.95736455917358
3544,Underhill Ave & Pacific St,-73.9646795
3545,Broadway & W 122 St,-73.9612547
3546,Pacific St & Classon Ave,-73.9587903
3547,Broadway & Moylan Pl,-73.9590255
3549,Grand Ave & Bergen St,-73.962408
3551,3 Ave & E 112 St,-73.941606
3552,W 113 St & Broadway,-73.964928
3553,Frederick Douglass Blvd & W 112 St,-73.957145
3554,Vernon Blvd & 41 Rd,-73.9485678
3555,28 St & 41 Ave,-73.93797
3557,40 Ave & 9 St,-73.945133
3558,Bergen St & Vanderbilt Ave,-73.9680438
3559,21 St & 38 Ave,-73.9391224
3561,37 Ave & 35 St,-73.9279917
3562,Classon Ave & St Marks Ave,-73.9596082
3563,28 St & 36 Ave,-73.932719
3564,21 St & 36 Ave,-73.9362726
3565,36 Ave & 10 St,-73.9411265
3566,Crescent St & 35 Ave,-73.9321455
3567,11 St & 35 Ave,-73.9391141
3568,34 St & 35 Ave,-73.9262231
3569,Franklin Ave & St Marks Ave,-73.9561677
3570,35 Ave & 37 St,-73.9236611
3571,Bedford Ave & Bergen St,-73.952918
3572,34 Ave & 38 St,-73.921631
3573,35 St & 34 Ave,-73.9242751
3574,Prospect Pl & Underhill Ave,-73.96579
3575,Crescent St & 34 Ave,-73.930562
3576,Park Pl & Vanderbilt Ave,-73.969024
3577,34 Ave & 21 St,-73.9342862
3578,Park Pl & Franklin Ave,-73.9564947
3579,Sterling Pl & Bedford Ave,-73.954131
3580,St Johns Pl & Washington Ave,-73.9631611
3581,Underhill Ave & Lincoln Pl,-73.9671457
3582,Lincoln Pl & Classon Ave,-73.9609
3583,Eastern Pkwy & Washington Ave,-73.9631145
3584,Eastern Pkwy & Franklin Ave,-73.9576801
3585,Union St & Bedford Ave,-73.9554162
3586,34 Ave & 13 St,-73.9364848
3587,Carroll St & Washington Ave,-73.9618148
3588,Vernon Blvd & 10 St,-73.9373554
3589,Broadway & 12 St,-73.9347774
3590,Carroll St & Franklin Ave,-73.9588
3591,21 St & 31 Dr,-73.930819
3592,Crescent St & Broadway,-73.9286471
3593,31 St & Broadway,-73.925921
3595,35 St & Broadway,-73.9222427
3596,Sullivan Pl & Bedford Ave,-73.9574686
3597,43 St & Broadway,-73.9166368
3598,Newton Rd & 44 St,-73.9142678
3599,Franklin Ave & Empire Blvd,-73.9605695
3600,31 Ave & Steinway St,-73.9170071
3601,Sterling St & Bedford Ave,-73.9569115
3602,31 Ave & 34 St,-73.920827
3603,31 Ave & 30 St,-73.9240312
3604,Rogers Ave & Sterling St,-73.9538746
3605,31 Ave & Crescent St,-73.9265474
3606,49 Ave & 21 St,-73.948852
3607,31 Ave & 14 St,-73.9322662
3608,5 St & 51 Ave,-73.9566
3609,Vernon Blvd & 31 Ave,-73.9354504
3610,Vernon Blvd & 30 Rd,-73.934171
3611,Vernon Blvd & 47 Rd,-73.9534573
3612,30 Ave & 21 St,-73.9286078
3613,Center Blvd & 48 Ave,-73.957539
3614,Crescent St & 30 Ave,-73.9249574
3615,44 Dr & 21 St,-73.9460927
3616,Steinway St & 28 Ave,-73.9136695
3617,28 Ave & 35 St,-73.9169858
3618,27 St & Hunter St,-73.941275
3619,Newtown Ave & 23 St,-73.9246145
3620,11 St & 43 Ave,-73.9479119
3621,27 Ave & 9 St,-73.9309134
3622,E 128 St & Madison Ave,-73.939182
3623,W 120 St & Claremont Ave,-73.9634
3628,Lenox Ave & W 117 St,-73.9490782
3629,Adam Clayton Powell Blvd & W 126 St,-73.94776493310928
3630,Frederick Douglass Blvd & W 115 St,-73.9559308
3637,Fulton St & Waverly Ave,-73.96599590778351
3638,Washington St,-74.0354826
3639,Harborside,-74.034234
3640,Journal Square,-74.0625
3641,Broadway & W 25 St,-73.98918628692627
3646,35 Ave & 10 St,-73.93985509872437
3647,48 Ave & 30 Pl,-73.93725872039794
3648,Flushing Ave & Vanderbilt Ave,-73.97077560424805
3649,W 129 St & Convent Ave,-73.95324736833572
3654,31 St & Northern Blvd,-73.93349289894103
3656,E 2 St & Avenue A,-73.98583620786667
3658,W 18 St & 9 Ave,-74.00367558002472
3661,Montgomery St & Franklin Ave,-73.9605563879013
3664,North Moore St & Greenwich St,-74.0103006362915
3668,Leonard St & Nassau Ave,-73.94984364509583
3671,E 81 St & 2 Ave,-73.95427465438843
3673,Dean St & Franklin Ave,-73.955637216568
3674,Jay St & York St,-73.98672670125961
3676,Van Brunt St & Van Dyke St,-74.01472628116608
3677,Glenwood Ave,-74.07106071710587
3678,Fairmount Ave,-74.07195925712585
3679,Bergen Ave,-74.07145500183105
3680,E 43 St & 5 Ave,-73.98025184869766
3681,Grand St,-74.03768330812454
3686,Gansevoort St & Hudson St,-74.00507032871246
3687,E 33 St & 1 Ave,-73.97449783980846
3689,W 104 St & Amsterdam Ave,-73.96649479866028
3690,Park Pl & Church St,-74.00935515761375
3691,28 Ave & 44 St,-73.91065120697021
3693,N 11 St & Kent Ave,-73.95921930670738
3694,Jackson Square,-74.0789
3697,W 64 St & Thelonious Monk Circle,-73.98918695747852
3699,W 50 St & 9 Ave,-73.98917958140373
3704,47 Ave & Skillman Ave,-73.94176483154297
3707,Lexington Ave & E 26 St,-73.983293
3708,W 13 St & 5 Ave,-73.99431
3709,W 15 St & 6 Ave,-73.99642959237099
3711,E 13 St & Avenue A,-73.98067966103554
3712,W 35 St & Dyer Ave,-73.99740189313889
3714,Division Ave & Hooper St,-73.9544353965357
3715,Driggs Ave & N 9 St,-73.95520135760307
3716,40 Ave & Crescent St,-73.93795609474182
3718,E 11 St & Avenue B,-73.97950418293476
3721,31 St & Newtown Ave,-73.9209334552288
3723,Cadman Plaza E & Johnson St,-73.99015724658966
3724,7 Ave & Central Park South,-73.9790689945221
3725,2 Ave & E 72 St,-73.95840793848038
3726,Center Blvd & 51 Ave,-73.95960688591003
3727,Frost St & Meeker Ave,-73.94880026578903
3728,Pierrepont St & Monroe Pl,-73.99344027042389
3731,W 47 St & 6 Ave,-73.98255
3733,Avenue C & E 18 St,-73.973984
3734,E 58 St &  1 Ave (NW Corner),-73.962658
3735,W 30 St & 10 Ave,-74.002353
3736,E 12 St & Ave C,-73.976831
3737,Stanton St & Norfolk St,-73.986274
3738,Delancey St & Eldridge St,-73.991479
3739,Perry St & Greenwich Ave,-74.000939
3740,W Broadway & W Houston St,-74.000472
3744,1 Ave & E 5 St,-73.986389
3745,36 Ave & 31 St,-73.92957486212252
3746,6 Ave & Broome St,-74.00473035871983
3749,Lexington Ave & E 36 St,-73.9788007736206
3755,DeKalb Ave & Franklin Ave,-73.95746178925037
3756,White St & Moore St,-73.9351
3757,Stagg St & Morgan Ave,-73.93372
3758,George St & Wilson Ave,-73.92997
3759,Irving Ave & Jefferson St,-73.92535
3760,Willoughby Ave & Wyckoff Ave,-73.92153
3761,Cedar St & Myrtle Ave,-73.926241
3762,3 Ave & Carroll St,-73.9865
3763,Wyckoff Av & Jefferson St,-73.923711
3764,Bushwick Ave & McKibbin St,-73.93936
3765,Bushwick Ave & Stagg St,-73.94008
3766,Sharon St & Olive St,-73.93856
3767,Powers St & Olive St,-73.93894
3768,Waterbury St & Stagg St,-73.93734
3769,White St & Johnson Ave,-73.93581
3770,Central Ave & Flushing Ave,-73.9333
3771,McKibbin St & Bogart St,-73.933871
3772,Devoe St & Morgan Ave,-73.93515
3773,Knickerbocker Ave & Thames St,-73.92976
3774,Knickerbocker Ave & George St,-73.92836
3775,Suydam St & Knickerbocker Ave,-73.923769
3776,Central Ave & Starr Street,-73.92834
3777,Stockholm St & Wilson Ave,-73.923044
3778,Irving Ave & DeKalb Ave,-73.92095
3779,Hart St & Wyckoff Ave,-73.919911
3780,Wyckoff Av & Stanhope St,-73.917775
3781,Greene Av & Myrtle Av,-73.918877
3782,Brooklyn Bridge Park - Pier 2,-73.997178
3783,Cliff St & Fulton St,-74.00495
3785,W 42 St & 6 Ave,-73.98455
3786,Division St & Bowery,-73.996732
3787,Dock 72 Way & Market St,-73.97141
3789,Fulton St & Irving Pl,-73.959432
3790,Henry St & Middagh St,-73.991581
3791,Hoboken Ave at Monmouth St,-74.04696375131607
3792,Columbus Dr at Exchange Pl,-74.03281
3795,10 St & 2 Ave,-73.993612
3798,W 40 St & 5 Ave,-73.982079
3799,6 Ave & W 34 St,-73.98805
3803,Bedford Ave & Montgomery St,-73.956934
3804,Front St & Jay St,-73.986842
3808,24 St & 41 Ave,-73.939991
3809,W 55 St & 6 Ave,-73.978434
3811,27 Ave & 3 St,-73.9342
3812,University Pl & E 14 St,-73.992085
3814,E 56 St & Madison Ave,-73.972628
3815,E 51 St & 2 Ave,-73.967641
3816,Metropolitan Ave & Vandervoort Ave,-73.93323
3817,Withers St & Kingsland Ave,-73.94051
3818,Calyer St & Jewel St,-73.94839
3819,Green St & McGuinness Blvd,-73.95204
3820,Willoughby Ave & Myrtle Ave,-73.93098
3821,Evergreen Ave & Noll St,-73.93318
3822,Bushwick Ave & Forrest St,-73.93641
3823,Beaver St & Fayette St,-73.93921
3824,Van Sinderen Ave & Truxton St,-73.90369
3825,Broadway & Furman Ave,-73.90756
3826,Moffat St & Bushwick,-73.90925
3827,Halsey St & Broadway,-73.91564
3828,Eldert St & Bushwick Ave,-73.91321
3829,Central Ave & Decatur St,-73.90798
3830,Halsey St & Evergreen Ave,-73.91227
3831,Broadway & Hancock St,-73.9168
3832,Central Ave & Weirfield St,-73.91181
3833,Madison St & Evergreen Ave,-73.91693
3834,Irving Ave & Halsey St,-73.90663
3835,Knickerbocker Ave & Hancock St,-73.90974
3836,Bushwick Ave & Linden St,-73.92146
3837,Broadway & Kosciuszko St,-73.92852
3838,Bushwick Ave & Harman St,-73.92524
3839,Putnam Ave & Knickerbocker Ave,-73.91164
3840,Putnam Ave & Wyckoff Ave,-73.90904
3841,Menahan St & Central Ave,-73.9196
3842,Bushwick Ave & Dekalb Ave,-73.92825
3843,Myrtle Ave & Grove St,-73.91516
3844,Myrtle Ave & Linden St,-73.91337
3845,Irving Ave & Harman St,-73.9179
3846,Central Ave & Himrod St,-73.92302
3847,Cedar St & Evergreen Ave,-73.92807
3848,Suydam St & Broadway,-73.93223
3849,Suydam St & St. Nicholas Ave,-73.91945
3850,Jefferson St & Cypress Ave,-73.92157
3851,Metropolitan Ave & Stewart Ave,-73.92793
3852,Stewart Ave & Johnson Ave,-73.92587
3853,Harrison Pl & Porter Ave,-73.92851
3854,Morgan Ave & Maspeth Ave,-73.93637
3855,Frost St & Debevoise Ave,-73.93948
3856,Kingsland Ave & Nassau Ave,-73.94173
3857,Engert Ave & McGuinness Blvd,-73.94546
3858,Kent St & McGuinness Blvd,-73.95161
3859,Lorimer St & Calyer St,-73.95414
3860,Wilson Ave & Troutman St,-73.92754
3861,Menahan St & Wyckoff Ave,-73.91422
3862,Linden St & Knickerbocker Ave,-73.91566
3863,Central Ave & Woodbine St,-73.91605
3864,Central Ave & Covert St,-73.90951
3865,Knickerbocker Ave & Cooper St,-73.90448
3866,Wilson Ave & Moffat St,-73.90506
3867,Somers St & Broadway,-73.90474
3868,Knickerbocker Ave & Halsey St,-73.90824
3869,Van Buren St & Broadway,-73.92617
3870,Melrose St & Broadway,-73.935877
3871,Bushwick Ave & Furman Ave,-73.90623
3872,Hancock St & Wyckoff Ave,-73.90674
3873,Madison St & Cypress Ave,-73.90742
3874,Menahan St & Seneca Ave,-73.91054
3875,Stephen St & Seneca Ave,-73.9007
3876,Forest Ave & Summerfield St,-73.89795
3877,Madison St & Forest Ave,-73.90245
3878,Cypress Ave & George St,-73.90271
3879,Broadway & Madison St,-73.91966
3880,Willoughby Ave & Onderdonk Ave,-73.91727
3881,12 Ave & W 125 St,-73.960405
3882,Norman St & Wyckoff Ave,-73.90311
3883,Harman St & Seneca Ave,-73.91292
3884,Centre St & Seneca Ave,-73.9022
3885,Onderdonk Ave & Gates Ave,-73.90737
3886,Menahan St & Onderdonk Ave,-73.9096
3887,Flushing Ave & Woodward Ave,-73.91873
3888,Woodward Ave & Harman St,-73.91092
3890,Grove St & Broadway,-73.923511
3891,Irving Ave & Palmetto St,-73.9127
3892,38 Ave & 29 St,-73.93367
3893,Rockaway Ave & Bainbridge St,-73.91166642308235
3895,Cypress Ave & Palmetto St,-73.90876293182373
3896,Madison St & Seneca Ave,-73.90625
3897,Onderdonk Ave & Dekalb Ave,-73.91497
3898,E 63 St & 3 Ave,-73.9646
3899,Manhattan Av & Leonard St,-73.94844
3900,Morgan Ave & Lombardy St,-73.93889
3901,Stanhope St & Fairview Ave,-73.91116
3902,Fairview Ave & Linden St,-73.90632
3903,Jefferson Ave & Evergreen Ave,-73.91458
3905,4 Ave & E 12 St,-73.99011
3906,West St & Liberty St,-74.014847
3907,Central Ave & Melrose St,-73.93039
3909,Madison St & Woodward Ave,-73.90408
3910,Greene Ave & Grandview Ave,-73.907856
3911,Wyckoff St & Nevins St,-73.984275
3913,Sands St Gate,-73.979827
3914,West End Ave & W 78 St,-73.981687
3916,Pearl St & Peck Slip,-74.002751
3917,Willoughby St & Ashland Pl,-73.97877
3918,Avenue D & E 8 St,-73.975767
3919,Wall St & South St,-74.00637
3920,E 132 St & Madison Ave,-73.937195
3921,Willis Ave & Bruckner Blvd,-73.925177
3923,Lincoln Ave & E 134 St,-73.928803
3924,Lincoln Ave & E 138 St,-73.927311
3926,5 Ave & W 131 St,-73.93973
3929,Willis Ave & E 141 St,-73.921606
3931,Morris Ave & E 142 St,-73.924963
3932,Grand Concourse & E 144 St,-73.927987
3935,Amsterdam Ave & W 131 St,-73.954295
3937,E 135 St & St Ann's Ave,-73.918889
3938,E 133 St & Cypress Pl,-73.9174
3939,Willow Ave & E 133 St,-73.913863
3940,E 134 St & Walnut Ave,-73.911034
3941,Walnut Ave & E 136 St,-73.909513
3944,Convent Ave & W 135 St,-73.950988
3945,Amsterdam Ave & W 136 St,-73.951819
3946,St Nicholas Ave & W 137 St,-73.947568
3947,E 138 St & Willow Ave,-73.911545
3950,Brook Ave & E 141 St,-73.917875
3955,St Mary's St & Jackson Ave,-73.91081
3956,St. Ann's Ave & E 144 St,-73.914932
3957,E 144 St & Brook Ave,-73.917037
3958,Willis Ave & E 143 St,-73.92037
3961,Morris Ave & E 153 St,-73.921411
3986,E 149 St & Morris Ave,-73.922962
3988,E 128 St & 3 Ave,-73.934077
3989,Willis Ave & E 137 St,-73.923604
3992,W 169 St & Fort Washington Ave,-73.9421253
3993,W 59 St & West End Ave,-73.990625
3994,2 Ave & E 125 St,-73.933509
3995,5 Ave & E 135 St,-73.937838
3996,Lexington Ave & E 128 St,-73.936085
3998,W 135 St & Lenox Terrace Pl,-73.939336
4016,Adam Clayton Powell Blvd & W 130 St,-73.946168
4017,E 138 St & 5 Av,-73.936153
4019,St. Ann's Av & Bruckner Blvd,-73.919763
4021,E 138 St & Grand Concourse,-73.930605
